Name,Date,Ecosistem,Site,Zone,Transect,Cuadrant,Height (cm),Latitude,Longitude,Depth,Camera,Photographer,Water quality,Strobes,Framing gear used,White balance card,Comments,Row,Column,Label,Annotator,Date annotated,Machine suggestion 1,Machine confidence 1,Machine suggestion 2,Machine confidence 2,Machine suggestion 3,Machine confidence 3,Machine suggestion 4,Machine confidence 4,Machine suggestion 5,Machine confidence 5
GLCA3T1GOPR0271.JPG,,seagrass,,,,,,16.48,,,,,,,,,Guanaja,497,1529,Th+sed,arlenerodriguez,2024-01-05 06:32:18+00:00,,,,,,,,,,
GLCA3T1GOPR0271.JPG,,seagrass,,,,,,16.48,,,,,,,,,Guanaja,722,1589,SyrFil,arlenerodriguez,2024-01-05 06:32:18+00:00,,,,,,,,,,
GLCA3T1GOPR0271.JPG,,seagrass,,,,,,16.48,,,,,,,,,Guanaja,727,2242,Th+sed,arlenerodriguez,2024-01-05 06:32:18+00:00,,,,,,,,,,
GLCA3T1GOPR0271.JPG,,seagrass,,,,,,16.48,,,,,,,,,Guanaja,775,2216,Th+sed,arlenerodriguez,2024-01-05 06:32:18+00:00,,,,,,,,,,
GLCA3T1GOPR0271.JPG,,seagrass,,,,,,16.48,,,,,,,,,Guanaja,905,567,Th+sed,arlenerodriguez,2024-01-05 06:32:18+00:00,,,,,,,,,,
GLCA3T1GOPR0271.JPG,,seagrass,,,,,,16.48,,,,,,,,,Guanaja,824,1395,SyrFil,arlenerodriguez,2024-01-05 06:32:18+00:00,,,,,,,,,,
GLCA3T1GOPR0271.JPG,,seagrass,,,,,,16.48,,,,,,,,,Guanaja,1616,935,SyrFil,arlenerodriguez,2024-01-05 06:32:18+00:00,,,,,,,,,,
GLCA3T1GOPR0271.JPG,,seagrass,,,,,,16.48,,,,,,,,,Guanaja,1789,1793,SyrFil,arlenerodriguez,2024-01-05 06:32:18+00:00,,,,,,,,,,
GLCA3T1GOPR0271.JPG,,seagrass,,,,,,16.48,,,,,,,,,Guanaja,1769,1963,SyrFil,arlenerodriguez,2024-01-05 06:32:18+00:00,,,,,,,,,,
GLCA3T1GOPR0271.JPG,,seagrass,,,,,,16.48,,,,,,,,,Guanaja,2136,3078,Th+sed,arlenerodriguez,2024-01-05 06:32:18+00:00,,,,,,,,,,
GLCA3T1GOPR0272.JPG,,seagrass,,,,,,16.48,,,,,,,,,Guanaja,418,2813,Th+sed,arlenerodriguez,2024-01-05 06:33:46+00:00,,,,,,,,,,
GLCA3T1GOPR0272.JPG,,seagrass,,,,,,16.48,,,,,,,,,Guanaja,871,2228,SyrFil,arlenerodriguez,2024-01-05 06:33:46+00:00,,,,,,,,,,
GLCA3T1GOPR0272.JPG,,seagrass,,,,,,16.48,,,,,,,,,Guanaja,1763,924,SyrFil,arlenerodriguez,2024-01-05 06:33:46+00:00,,,,,,,,,,
GLCA3T1GOPR0272.JPG,,seagrass,,,,,,16.48,,,,,,,,,Guanaja,1781,1675,Th+sed,arlenerodriguez,2024-01-05 06:33:46+00:00,,,,,,,,,,
GLCA3T1GOPR0272.JPG,,seagrass,,,,,,16.48,,,,,,,,,Guanaja,1563,1583,Th+sed,arlenerodriguez,2024-01-05 06:33:46+00:00,,,,,,,,,,
GLCA3T1GOPR0272.JPG,,seagrass,,,,,,16.48,,,,,,,,,Guanaja,2191,602,SyrFil,arlenerodriguez,2024-01-05 06:33:46+00:00,,,,,,,,,,
GLCA3T1GOPR0272.JPG,,seagrass,,,,,,16.48,,,,,,,,,Guanaja,2215,1032,SyrFil,arlenerodriguez,2024-01-05 06:33:46+00:00,,,,,,,,,,
GLCA3T1GOPR0272.JPG,,seagrass,,,,,,16.48,,,,,,,,,Guanaja,2271,1424,SyrFil,arlenerodriguez,2024-01-05 06:33:46+00:00,,,,,,,,,,
GLCA3T1GOPR0272.JPG,,seagrass,,,,,,16.48,,,,,,,,,Guanaja,2102,1697,SyrFil,arlenerodriguez,2024-01-05 06:33:46+00:00,,,,,,,,,,
GLCA3T1GOPR0272.JPG,,seagrass,,,,,,16.48,,,,,,,,,Guanaja,2030,1745,Th+sed,arlenerodriguez,2024-01-05 06:33:46+00:00,,,,,,,,,,
GLCA3T1GOPR0273.JPG,,seagrass,,,,,,16.48,,,,,,,,,Guanaja,546,1826,SyrFil,arlenerodriguez,2024-01-05 06:34:54+00:00,,,,,,,,,,
GLCA3T1GOPR0273.JPG,,seagrass,,,,,,16.48,,,,,,,,,Guanaja,475,1636,SyrFil,arlenerodriguez,2024-01-05 06:34:54+00:00,,,,,,,,,,
GLCA3T1GOPR0273.JPG,,seagrass,,,,,,16.48,,,,,,,,,Guanaja,793,3049,Th+sed,arlenerodriguez,2024-01-05 06:34:54+00:00,,,,,,,,,,
GLCA3T1GOPR0273.JPG,,seagrass,,,,,,16.48,,,,,,,,,Guanaja,977,2297,Th+sed,arlenerodriguez,2024-01-05 06:34:54+00:00,,,,,,,,,,
GLCA3T1GOPR0273.JPG,,seagrass,,,,,,16.48,,,,,,,,,Guanaja,961,2567,Th+sed,arlenerodriguez,2024-01-05 06:34:54+00:00,,,,,,,,,,
